時間,地區,average_humidity
2015-11-27,大直,57.25
2015-11-28,大直,70.20833333333333
2015-11-29,大直,71.77777777777777
2015-11-30,大直,84.54166666666667
2015-12-01,大直,83.125
2015-12-02,大直,81.375
2015-12-03,大直,67.375
2015-12-04,大直,64.78260869565217
2015-12-05,大直,74.45833333333333
2015-12-06,大直,88.78260869565219
2015-12-07,大直,75.45833333333333
2015-12-08,大直,82.375
2015-12-09,大直,80.625
2015-12-10,大直,83.625
2015-12-11,大直,78.08333333333333
2015-12-12,大直,89.29166666666669
2015-12-13,大直,82.20833333333333
2015-12-14,大直,85.1304347826087
2015-12-15,大直,80.375
2015-12-16,大直,60.25
2015-12-17,大直,54.125
2015-12-18,大直,60.22222222222222
2015-12-19,大直,77.69565217391305
2015-12-20,大直,67.70833333333333
2015-12-21,大直,82.91666666666667
2015-12-22,大直,75.79166666666667
2015-12-23,大直,80.875
2015-12-24,大直,90.625
2015-12-25,大直,85.58333333333333
2015-12-26,大直,80.4090909090909
2015-12-27,大直,90.2608695652174
2015-12-28,大直,74.83333333333333
2015-12-29,大直,66.33333333333333
2015-12-30,大直,87.66666666666669
2015-12-31,大直,72.875
2016-01-01,大直,76.08333333333333
2016-01-02,大直,88.83333333333331
2016-01-03,大直,97.41666666666669
2016-01-04,大直,93.875
2016-01-05,大直,94.20833333333331
2016-01-06,大直,88.75
2016-01-07,大直,78.70833333333333
2016-01-08,大直,79.16666666666667
2016-01-09,大直,74.33333333333333
2016-01-10,大直,83.75
2016-01-11,大直,96.25
2016-01-12,大直,84.29166666666667
2016-01-13,大直,83.25
2016-01-14,大直,79.75
2016-01-15,大直,88.91666666666669
2016-01-16,大直,86.5
2016-01-17,大直,96.125
2016-01-18,大直,66.83333333333333
2016-01-19,大直,84.56521739130434
2016-01-20,大直,88.29166666666669
2016-01-21,大直,96.41666666666669
2016-01-22,大直,94.29166666666669
2016-01-23,大直,80.5
2016-01-24,大直,65.70833333333333
2016-01-25,大直,59.29166666666666
2016-01-26,大直,59.83333333333334
2016-01-27,大直,66.125
2016-01-28,大直,93.5
2016-01-29,大直,99.45833333333331
2016-01-30,大直,85.16666666666667
2016-01-31,大直,77.875
2016-02-01,大直,82.20833333333333
2016-02-02,大直,84.75
2016-02-03,大直,90.375
2016-02-04,大直,89.875
2016-02-05,大直,82.75
2016-02-06,大直,55.375
2016-02-07,大直,51.625
2016-02-08,大直,48.45833333333334
2016-02-09,大直,60.08333333333334
2016-02-10,大直,61.75
2016-02-11,大直,75.79166666666667
2016-02-12,大直,78.29166666666667
2016-02-13,大直,76.79166666666667
2016-02-14,大直,83.43478260869566
2016-02-15,大直,70.375
2016-02-16,大直,71.75
2016-02-17,大直,79.58333333333333
2016-02-18,大直,91.13333333333334
2016-02-19,大直,98.875
2016-02-20,大直,67.5
2016-02-21,大直,60.0
2016-02-22,大直,76.16666666666667
2016-02-23,大直,86.79166666666669
2016-02-24,大直,85.45833333333333
2016-02-25,大直,83.58333333333333
2016-02-26,大直,95.375
2016-02-27,大直,99.95833333333331
2016-02-28,大直,75.45833333333333
2016-02-29,大直,65.41666666666667
2016-03-01,大直,55.25
2016-03-02,大直,53.83333333333334
2016-03-03,大直,59.125
2016-03-04,大直,70.91666666666667
2016-03-05,大直,72.79166666666667
2016-03-06,大直,85.16666666666667
2016-03-07,大直,81.3913043478261
2016-03-08,大直,84.125
2016-03-09,大直,87.78260869565219
2016-03-10,大直,83.5909090909091
2016-03-11,大直,90.625
2016-03-12,大直,96.21739130434784
2016-03-13,大直,98.04166666666669
2016-03-14,大直,76.1304347826087
2016-03-15,大直,91.33333333333331
2016-03-16,大直,100.0
2016-03-17,大直,96.54166666666669
2016-03-18,大直,100.0
2016-03-19,大直,99.91304347826087
2016-03-20,大直,86.625
2016-03-21,大直,97.33333333333331
2016-03-22,大直,99.70833333333331
2016-03-23,大直,100.0
2016-03-24,大直,99.54166666666669
2016-03-25,大直,95.0
2016-03-26,大直,66.16666666666667
2016-03-27,大直,69.29166666666667
2016-03-28,大直,56.70833333333334
2016-03-29,大直,53.04166666666666
2016-03-30,大直,71.375
2016-03-31,大直,82.04166666666667
2016-04-01,大直,75.75
2016-04-02,大直,72.25
2016-04-03,大直,77.91666666666667
2016-04-04,大直,84.29166666666667
2016-04-05,大直,80.125
2016-04-06,大直,77.41666666666667
2016-04-07,大直,77.25
2016-04-08,大直,85.16666666666667
2016-04-09,大直,83.33333333333333
2016-04-10,大直,85.875
2016-04-11,大直,90.41666666666669
2016-04-12,大直,85.70833333333333
2016-04-13,大直,89.625
2016-04-14,大直,89.16666666666669
2016-04-15,大直,86.45833333333331
2016-04-16,大直,83.125
2016-04-17,大直,84.83333333333333
2016-04-18,大直,88.95833333333331
2016-04-19,大直,73.29166666666667
2016-04-20,大直,75.04166666666667
2016-04-21,大直,77.45833333333333
2016-04-22,大直,79.54166666666667
2016-04-23,大直,77.375
2016-04-24,大直,84.08333333333333
2016-04-25,大直,86.79166666666669
2016-04-26,大直,82.25
2016-04-27,大直,80.95833333333333
2016-04-28,大直,81.41666666666667
2016-04-29,大直,61.83333333333334
2016-04-30,大直,70.625
2016-05-01,大直,85.25
2016-05-02,大直,71.375
2016-05-03,大直,75.26086956521739
2016-05-04,大直,71.83333333333333
2016-05-05,大直,80.73913043478261
2016-05-06,大直,73.625
2016-05-07,大直,77.52173913043478
2016-05-08,大直,79.95652173913044
2016-05-09,大直,77.75
2016-05-10,大直,78.54166666666667
2016-05-11,大直,77.33333333333333
2016-05-12,大直,68.625
2016-05-13,大直,75.25
2016-05-14,大直,71.78260869565217
2016-05-15,大直,71.04166666666667
2016-05-16,大直,82.625
2016-05-17,大直,75.0
2016-05-18,大直,80.16666666666667
2016-05-19,大直,81.375
2016-05-20,大直,79.15384615384616
2016-05-21,大直,82.16666666666667
2016-05-22,大直,82.0
2016-05-23,大直,87.45833333333331
2016-05-24,大直,87.54166666666669
2016-05-25,大直,85.08333333333333
2016-05-26,大直,77.125
2016-05-27,大直,81.0
2016-05-28,大直,78.08333333333333
2016-05-29,大直,72.8
2016-05-30,大直,75.04166666666667
2016-05-31,大直,69.08333333333333
2016-06-01,大直,61.625
2016-06-02,大直,82.29166666666667
2016-06-03,大直,79.33333333333333
2016-06-04,大直,67.54166666666667
2016-06-05,大直,79.25
2016-06-06,大直,84.625
2016-06-07,大直,81.08333333333333
2016-06-08,大直,71.29166666666667
2016-06-09,大直,75.5
2016-06-10,大直,81.66666666666667
2016-06-11,大直,81.20833333333333
2016-06-12,大直,73.0
2016-06-13,大直,73.45833333333333
2016-06-14,大直,90.33333333333331
2016-06-15,大直,74.08333333333333
2016-06-16,大直,64.0
2016-06-17,大直,78.0
2016-06-18,大直,82.70833333333333
2016-06-19,大直,71.86363636363636
2016-06-20,大直,74.41666666666667
2016-06-22,大直,70.33333333333333
2016-06-23,大直,73.56521739130434
2016-06-24,大直,72.66666666666667
2016-06-25,大直,73.29166666666667
2016-06-26,大直,75.33333333333333
2016-06-27,大直,69.75
2016-06-28,大直,78.16666666666667
2016-06-29,大直,78.52941176470588
2016-06-30,大直,73.08333333333333
2016-07-01,大直,69.3809523809524
2016-07-02,大直,74.0
2016-07-03,大直,75.57142857142857
2016-07-04,大直,71.375
2016-07-05,大直,62.95833333333334
2016-07-06,大直,65.29166666666667
2016-07-07,大直,81.20833333333333
2016-07-08,大直,80.58333333333333
2016-07-09,大直,75.8695652173913
2016-07-10,大直,88.04166666666669
2016-07-11,大直,86.04166666666669
2016-07-12,大直,81.91666666666667
2016-07-13,大直,74.91666666666667
2016-07-14,大直,71.875
2016-07-15,大直,65.375
2016-07-16,大直,62.86666666666667
2016-07-17,大直,73.375
2016-07-18,大直,76.58333333333333
2016-07-19,大直,74.625
2016-07-21,大直,73.54166666666667
2016-07-22,大直,67.22222222222223
2016-07-23,大直,65.75
2016-07-24,大直,68.45833333333333
2016-07-25,大直,67.45833333333333
2016-07-26,大直,64.79166666666667
2016-07-27,大直,60.894736842105246
2016-07-28,大直,65.0
2016-07-29,大直,60.41666666666666
2016-07-30,大直,65.33333333333333
2016-07-31,大直,70.91304347826087
2016-08-01,大直,63.04166666666666
2016-08-02,大直,73.52173913043478
2016-08-03,大直,72.08333333333333
2016-08-04,大直,63.875
2016-08-05,大直,68.8
2016-08-06,大直,74.79166666666667
2016-08-07,大直,74.625
2016-08-08,大直,72.70833333333333
2016-08-09,大直,73.73913043478261
2016-08-10,大直,74.875
2016-08-11,大直,82.65217391304348
2016-08-12,大直,71.1304347826087
2016-08-13,大直,73.625
2016-08-14,大直,60.91304347826087
2016-08-15,大直,60.73913043478261
2016-08-16,大直,68.91666666666667
2016-08-17,大直,70.0
2016-08-18,大直,70.33333333333333
2016-08-19,大直,72.41666666666667
2016-08-20,大直,70.04347826086956
2016-08-21,大直,66.875
2016-08-22,大直,62.33333333333334
2016-08-23,大直,63.47619047619048
2016-08-24,大直,67.95833333333333
2016-08-25,大直,68.75
2016-08-26,大直,67.04166666666667
2016-08-27,大直,75.5
2016-08-28,大直,76.56521739130434
2016-08-29,大直,65.63636363636364
2016-08-30,大直,53.70833333333334
2016-08-31,大直,56.70833333333334
2016-09-01,大直,58.0
2016-09-02,大直,70.75
2016-09-03,大直,83.91666666666667
2016-09-04,大直,76.54166666666667
2016-09-05,大直,82.04166666666667
2016-09-06,大直,83.83333333333333
2016-09-07,大直,75.0
2016-09-08,大直,73.78260869565217
2016-09-09,大直,87.375
2016-09-10,大直,87.3913043478261
2016-09-11,大直,80.34782608695652
2016-09-12,大直,85.0
2016-09-13,大直,77.41666666666667
2016-09-14,大直,75.54166666666667
2016-09-15,大直,68.5
2016-09-16,大直,69.70833333333333
2016-09-17,大直,88.04761904761904
2016-09-18,大直,84.41666666666667
2016-09-19,大直,73.08333333333333
2016-09-20,大直,76.20833333333333
2016-09-21,大直,73.41666666666667
2016-09-22,大直,78.625
2016-09-23,大直,77.30434782608695
2016-09-24,大直,74.625
2016-09-25,大直,79.91666666666667
2016-09-26,大直,82.625
2016-09-27,大直,84.0909090909091
2016-09-28,大直,71.75
2016-09-29,大直,75.5
2016-09-30,大直,72.79166666666667
2016-10-01,大直,67.33333333333333
2016-10-02,大直,65.58333333333333
2016-10-03,大直,72.29166666666667
2016-10-04,大直,69.47826086956522
2016-10-05,大直,76.58333333333333
2016-10-06,大直,75.1304347826087
2016-10-07,大直,82.52173913043478
2016-10-08,大直,84.79166666666667
2016-10-09,大直,84.41666666666667
2016-10-10,大直,90.34782608695652
2016-10-11,大直,87.375
2016-10-12,大直,87.79166666666669
2016-10-13,大直,80.0
2016-10-14,大直,78.375
2016-10-15,大直,88.58333333333331
2016-10-16,大直,73.625
2016-10-17,大直,78.75
2016-10-18,大直,75.91666666666667
2016-10-19,大直,73.8695652173913
2016-10-20,大直,73.56521739130434
2016-10-21,大直,69.83333333333333
2016-10-22,大直,80.33333333333333
2016-10-23,大直,79.08333333333333
2016-10-24,大直,75.91666666666667
2016-10-25,大直,72.34782608695652
2016-10-26,大直,72.875
2016-10-27,大直,76.4
2016-10-28,大直,77.91666666666667
2016-10-29,大直,83.82608695652173
2016-10-30,大直,76.16666666666667
2016-10-31,大直,74.95833333333333
2016-11-01,大直,74.375
2016-11-03,大直,72.83333333333333
2016-11-04,大直,85.125
2016-11-05,大直,74.91666666666667
2016-11-06,大直,74.04166666666667
2016-11-07,大直,62.95833333333334
2016-11-08,大直,77.41666666666667
2016-11-09,大直,77.125
2016-11-10,大直,89.0
2016-11-11,大直,66.04166666666667
2016-11-12,大直,67.04166666666667
2016-11-13,大直,73.875
2016-11-14,大直,79.65217391304348
2016-11-15,大直,77.75
2016-11-16,大直,73.25
2016-11-17,大直,69.125
2016-11-18,大直,73.08333333333333
2016-11-19,大直,74.625
2016-11-20,大直,76.52380952380952
2016-11-21,大直,83.20833333333333
2016-11-22,大直,86.79166666666669
2016-11-23,大直,84.54166666666667
2016-11-24,大直,82.125
2016-11-25,大直,80.875
2016-11-26,大直,78.04347826086956
2016-11-27,大直,83.875
2016-11-28,大直,59.79166666666666
2016-11-29,大直,66.0
2016-11-30,大直,75.5
2016-12-01,大直,80.79166666666667
2016-12-02,大直,79.45833333333333
2016-12-03,大直,83.33333333333333
2016-12-04,大直,83.08333333333333
2016-12-05,大直,76.54545454545455
2016-12-06,大直,63.5
2016-12-07,大直,69.0
2016-12-08,大直,77.79166666666667
2016-12-09,大直,72.04166666666667
2016-12-10,大直,75.08333333333333
2016-12-11,大直,77.58823529411767
2016-12-12,大直,74.3529411764706
2016-12-13,大直,77.66666666666667
2016-12-14,大直,68.83333333333333
2016-12-15,大直,65.58333333333333
2016-12-16,大直,55.58333333333334
2016-12-17,大直,59.0
2016-12-18,大直,59.125
2016-12-19,大直,70.20833333333333
2016-12-20,大直,71.5
2016-12-21,大直,71.79166666666667
2016-12-22,大直,82.08333333333333
2016-12-23,大直,61.25
2016-12-24,大直,62.20833333333334
2016-12-25,大直,63.29166666666666
2016-12-26,大直,71.83333333333333
2016-12-27,大直,74.83333333333333
2016-12-28,大直,76.70833333333333
2016-12-29,大直,71.4
2016-12-30,大直,67.375
2016-12-31,大直,76.04166666666667
2017-01-01,大直,64.45833333333333
2017-01-02,大直,75.54166666666667
2017-01-03,大直,84.29166666666667
2017-01-04,大直,72.54166666666667
2017-01-05,大直,75.58333333333333
2017-01-06,大直,80.54166666666667
2017-01-07,大直,82.79166666666667
2017-01-08,大直,81.41666666666667
2017-01-09,大直,69.375
2017-01-10,大直,64.68181818181819
2017-01-11,大直,73.33333333333333
2017-01-12,大直,81.625
2017-01-13,大直,85.45833333333333
2017-01-14,大直,82.45454545454545
2017-01-15,大直,82.75
2017-01-16,大直,79.33333333333333
2017-01-17,大直,69.625
2017-01-18,大直,81.25
2017-01-19,大直,84.08333333333333
2017-01-20,大直,68.95652173913044
2017-01-21,大直,68.125
2017-01-22,大直,56.58333333333334
2017-01-23,大直,58.764705882352935
2017-01-24,大直,73.125
2017-01-25,大直,76.04166666666667
2017-01-26,大直,65.625
2017-01-27,大直,71.875
2017-01-28,大直,76.5
2017-01-29,大直,76.45833333333333
2017-01-30,大直,80.30434782608695
2017-01-31,大直,79.83333333333333
2017-02-01,大直,75.875
2017-02-02,大直,73.0
2017-02-03,大直,68.79166666666667
2017-02-04,大直,78.77272727272727
2017-02-05,大直,78.43478260869566
2017-02-06,大直,64.28571428571429
2017-02-07,大直,61.66666666666666
2017-02-08,大直,75.66666666666667
2017-02-09,大直,66.20833333333333
2017-02-10,大直,53.58333333333334
2017-02-11,大直,52.29166666666666
2017-02-12,大直,58.384615384615394
2017-02-13,大直,59.875
2017-02-14,大直,52.16666666666666
2017-02-15,大直,54.375
2017-02-16,大直,57.25
2017-02-17,大直,63.45833333333334
2017-02-18,大直,74.31818181818181
2017-02-19,大直,63.79166666666666
2017-02-20,大直,75.91666666666667
2017-02-21,大直,77.45833333333333
2017-02-22,大直,86.70833333333331
2017-02-23,大直,80.95833333333333
2017-02-24,大直,89.16666666666669
2017-02-25,大直,92.5
2017-02-26,大直,83.91666666666667
2017-02-27,大直,64.91304347826087
2017-02-28,大直,80.625
2017-03-01,大直,75.625
2017-03-02,大直,58.95833333333334
2017-03-03,大直,61.45833333333334
2017-03-04,大直,76.125
2017-03-05,大直,76.125
2017-03-06,大直,78.91666666666667
2017-03-07,大直,70.08333333333333
2017-03-08,大直,80.22727272727273
2017-03-09,大直,67.5
2017-03-11,大直,74.0
2017-03-12,大直,76.125
2017-03-13,大直,90.45833333333331
2017-03-14,大直,72.45833333333333
2017-03-15,大直,63.375
2017-03-16,大直,88.75
2017-03-17,大直,87.125
2017-03-18,大直,87.66666666666669
2017-03-19,大直,88.70833333333331
2017-03-20,大直,83.29166666666667
2017-03-21,大直,81.04347826086956
2017-03-22,大直,79.3529411764706
2017-03-23,大直,82.58333333333333
2017-03-24,大直,68.75
2017-03-25,大直,86.08333333333331
2017-03-26,大直,79.79166666666667
2017-03-27,大直,52.83333333333334
2017-03-28,大直,56.375
2017-03-29,大直,67.875
2017-03-30,大直,71.875
2017-03-31,大直,79.875
2017-04-01,大直,69.875
2017-04-02,大直,51.125
2017-04-03,大直,47.875
2017-04-04,大直,52.58333333333334
2017-04-05,大直,60.29166666666666
2017-04-06,大直,68.5
2017-04-07,大直,77.5
2017-04-08,大直,73.5
2017-04-09,大直,75.91666666666667
2017-04-10,大直,62.875
2017-04-11,大直,83.08333333333333
2017-04-12,大直,80.54166666666667
2017-04-13,大直,73.21739130434783
2017-04-14,大直,84.75
2017-04-15,大直,79.25
2017-04-16,大直,75.70833333333333
2017-04-17,大直,72.95833333333333
2017-04-18,大直,83.375
2017-04-19,大直,84.66666666666667
2017-04-20,大直,77.58333333333333
2017-04-21,大直,78.41666666666667
2017-04-22,大直,79.95833333333333
2017-04-23,大直,58.875
2017-04-24,大直,75.08333333333333
2017-04-25,大直,77.79166666666667
2017-04-26,大直,81.08333333333333
2017-04-27,大直,81.79166666666667
2017-04-28,大直,55.54166666666666
2017-04-29,大直,52.625
2017-04-30,大直,60.20833333333334
2017-05-01,大直,61.83333333333334
2017-05-02,大直,67.45833333333333
2017-05-03,大直,78.625
2017-05-04,大直,73.45833333333333
2017-05-05,大直,77.66666666666667
2017-05-06,大直,81.625
2017-05-07,大直,74.54166666666667
2017-05-08,大直,72.91666666666667
2017-05-09,大直,80.20833333333333
2017-05-10,大直,71.20833333333333
2017-05-11,大直,67.75
2017-05-12,大直,77.20833333333333
2017-05-13,大直,87.08333333333331
2017-05-14,大直,75.83333333333333
2017-05-15,大直,78.125
2017-05-16,大直,90.70833333333331
2017-05-17,大直,79.75
2017-05-18,大直,68.33333333333333
2017-05-19,大直,74.5
2017-05-20,大直,72.16666666666667
2017-05-21,大直,79.95833333333333
2017-05-22,大直,73.79166666666667
2017-05-23,大直,74.375
2017-05-24,大直,79.75
2017-05-25,大直,84.54166666666667
2017-05-26,大直,72.375
2017-05-27,大直,74.66666666666667
2017-05-28,大直,79.08333333333333
2017-05-29,大直,77.375
2017-05-30,大直,77.75
2017-05-31,大直,74.625
2017-06-01,大直,64.875
2017-06-02,大直,91.25
2017-06-03,大直,92.41666666666669
2017-06-04,大直,92.16666666666669
2017-06-05,大直,83.125
2017-06-06,大直,77.95833333333333
2017-06-07,大直,72.70833333333333
2017-06-08,大直,79.125
2017-06-09,大直,75.5
2017-06-10,大直,78.58333333333333
2017-06-11,大直,81.83333333333333
2017-06-12,大直,81.625
2017-06-13,大直,82.0
2017-06-14,大直,91.9375
2017-06-15,大直,93.45833333333331
2017-06-16,大直,94.29166666666669
2017-06-17,大直,94.54166666666669
2017-06-18,大直,89.75
2017-06-19,大直,82.0
2017-06-20,大直,67.82608695652173
2017-06-21,大直,68.625
2017-06-22,大直,73.0
2017-06-23,大直,72.5
2017-06-24,大直,67.91666666666667
2017-06-25,大直,64.75
2017-06-26,大直,65.08333333333333
2017-06-27,大直,74.04166666666667
2017-06-28,大直,70.79166666666667
2017-06-29,大直,68.79166666666667
2017-06-30,大直,74.20833333333333
2017-07-01,大直,75.66666666666667
2017-07-02,大直,72.79166666666667
2017-07-03,大直,74.625
2017-07-04,大直,78.0
2017-07-05,大直,69.33333333333333
2017-07-06,大直,66.79166666666667
2017-07-07,大直,75.33333333333333
2017-07-08,大直,77.04166666666667
2017-07-09,大直,78.08333333333333
2017-07-10,大直,79.04166666666667
2017-07-11,大直,77.17391304347827
2017-07-12,大直,74.20833333333333
2017-07-13,大直,66.95833333333333
2017-07-14,大直,63.04166666666666
2017-07-15,大直,60.79166666666666
2017-07-16,大直,59.16666666666666
2017-07-17,大直,62.79166666666666
2017-07-18,大直,70.25
2017-07-19,大直,63.25
2017-07-20,大直,61.625
2017-07-21,大直,62.125
2017-07-22,大直,59.83333333333334
2017-07-23,大直,64.79166666666667
2017-07-24,大直,72.08333333333333
2017-07-25,大直,65.875
2017-07-26,大直,68.79166666666667
2017-07-27,大直,66.83333333333333
2017-07-28,大直,74.58333333333333
2017-07-29,大直,80.0
2017-07-30,大直,65.29166666666667
2017-07-31,大直,74.54166666666667
2017-08-01,大直,70.5
2017-08-02,大直,74.4
2017-08-03,大直,77.36363636363636
2017-08-04,大直,75.95833333333333
2017-08-05,大直,67.08333333333333
2017-08-06,大直,62.33333333333334
2017-08-07,大直,63.45833333333334
2017-08-08,大直,61.04166666666666
2017-08-09,大直,58.25
2017-08-10,大直,59.125
2017-08-11,大直,65.54166666666667
2017-08-12,大直,68.3913043478261
2017-08-13,大直,70.375
2017-08-14,大直,67.79166666666667
2017-08-15,大直,64.70833333333333
2017-08-16,大直,64.125
2017-08-17,大直,68.26315789473685
2017-08-18,大直,65.54166666666667
2017-08-19,大直,67.75
2017-08-20,大直,63.5
2017-08-21,大直,75.375
2017-08-22,大直,66.0
2017-08-23,大直,70.70833333333333
2017-08-24,大直,74.875
2017-08-25,大直,65.29166666666667
2017-08-26,大直,61.625
2017-08-27,大直,68.08333333333333
2017-08-28,大直,68.08333333333333
2017-08-29,大直,70.33333333333333
2017-08-30,大直,72.08333333333333
2017-08-31,大直,74.75
2017-09-01,大直,83.875
2017-09-02,大直,86.29166666666669
2017-09-03,大直,91.58333333333331
2017-09-04,大直,81.0
2017-09-05,大直,70.91666666666667
2017-09-06,大直,67.625
2017-09-07,大直,73.33333333333333
2017-09-08,大直,78.83333333333333
2017-09-09,大直,76.625
2017-09-10,大直,75.125
2017-09-11,大直,67.95833333333333
2017-09-12,大直,70.625
2017-09-13,大直,83.95833333333333
2017-09-14,大直,76.0
2017-09-15,大直,62.75
2017-09-16,大直,65.95833333333333
2017-09-17,大直,67.875
2017-09-18,大直,65.25
2017-09-19,大直,63.60869565217392
2017-09-20,大直,67.66666666666667
2017-09-21,大直,67.79166666666667
2017-09-22,大直,70.30434782608695
2017-09-23,大直,65.08333333333333
2017-09-24,大直,69.29166666666667
2017-09-25,大直,70.625
2017-09-26,大直,66.125
2017-09-27,大直,63.66666666666666
2017-09-28,大直,72.0
2017-09-29,大直,78.08333333333333
2017-09-30,大直,66.45833333333333
2017-10-01,大直,63.20833333333334
2017-10-02,大直,69.33333333333333
2017-10-03,大直,74.83333333333333
2017-10-04,大直,79.41666666666667
2017-10-05,大直,75.45833333333333
2017-10-06,大直,81.95833333333333
2017-10-07,大直,81.20833333333333
2017-10-08,大直,82.875
2017-10-09,大直,71.375
2017-10-10,大直,74.16666666666667
2017-10-11,大直,79.29166666666667
2017-10-12,大直,83.95833333333333
2017-10-13,大直,82.41666666666667
2017-10-14,大直,86.08695652173913
2017-10-15,大直,88.33333333333331
2017-10-16,大直,77.08333333333333
2017-10-17,大直,82.875
2017-10-18,大直,84.45833333333333
2017-10-19,大直,87.58333333333331
2017-10-20,大直,84.8695652173913
2017-10-21,大直,73.04166666666667
2017-10-22,大直,58.75
2017-10-23,大直,67.58333333333333
2017-10-24,大直,74.43478260869566
2017-10-25,大直,63.79166666666666
2017-10-26,大直,65.83333333333333
2017-10-27,大直,70.0
2017-10-28,大直,79.5
2017-10-29,大直,66.41666666666667
2017-10-30,大直,65.125
2017-10-31,大直,72.75
2017-11-01,大直,80.79166666666667
2017-11-02,大直,78.83333333333333
2017-11-03,大直,81.91666666666667
2017-11-04,大直,78.54166666666667
2017-11-05,大直,80.125
2017-11-06,大直,71.75
2017-11-07,大直,73.41666666666667
2017-11-08,大直,82.54166666666667
2017-11-09,大直,84.04166666666667
2017-11-10,大直,71.54166666666667
2017-11-11,大直,83.875
2017-11-12,大直,86.5
2017-11-13,大直,90.70833333333331
2017-11-14,大直,88.79166666666669
2017-11-15,大直,79.375
2017-11-16,大直,77.08333333333333
2017-11-17,大直,75.41666666666667
2017-11-18,大直,77.95652173913044
2017-11-19,大直,86.375
2017-11-20,大直,90.70833333333331
2017-11-21,大直,87.41666666666669
2017-11-22,大直,83.75
2017-11-23,大直,72.81818181818181
2017-11-24,大直,72.33333333333333
2017-11-25,大直,92.08333333333331
2017-11-26,大直,87.70833333333331
2017-11-27,大直,83.54166666666667
2017-11-28,大直,69.58333333333333
2017-11-29,大直,75.75
2017-11-30,大直,80.58333333333333
2017-12-01,大直,83.75
2017-12-02,大直,87.33333333333331
2017-12-03,大直,83.58333333333333
2017-12-04,大直,66.04166666666667
2017-12-05,大直,63.625
2017-12-06,大直,75.41666666666667
2017-12-07,大直,92.0
2017-12-08,大直,63.95833333333334
2017-12-09,大直,81.16666666666667
2017-12-10,大直,79.375
2017-12-11,大直,59.95833333333334
2017-12-12,大直,84.83333333333333
2017-12-13,大直,85.875
2017-12-14,大直,79.58333333333333
2017-12-15,大直,73.04166666666667
2017-12-16,大直,78.43478260869566
2017-12-17,大直,81.16666666666667
2017-12-18,大直,86.5
2017-12-19,大直,83.25
2017-12-20,大直,61.54166666666666
2017-12-21,大直,53.95833333333334
2017-12-22,大直,59.33333333333334
2017-12-23,大直,63.95833333333334
2017-12-24,大直,72.75
2017-12-25,大直,56.29166666666666
2017-12-26,大直,64.41666666666667
2017-12-27,大直,63.375
2017-12-28,大直,66.45833333333333
2017-12-29,大直,85.16666666666667
2017-12-30,大直,84.54166666666667
2017-12-31,大直,78.83333333333333
2010-01-01,板橋,71.83333333333333
2010-01-02,板橋,83.45833333333333
2010-01-03,板橋,81.83333333333333
2010-01-04,板橋,78.04166666666667
2010-01-05,板橋,79.45833333333333
2010-01-06,板橋,83.125
2010-01-07,板橋,84.625
2010-01-08,板橋,86.45833333333331
2010-01-09,板橋,76.66666666666667
2010-01-10,板橋,78.08333333333333
2010-01-11,板橋,80.08333333333333
2010-01-12,板橋,80.20833333333333
2010-01-13,板橋,63.33333333333334
2010-01-14,板橋,59.54166666666666
2010-01-15,板橋,60.66666666666666
2010-01-16,板橋,73.875
2010-01-17,板橋,73.08333333333333
2010-01-18,板橋,65.83333333333333
2010-01-19,板橋,64.41666666666667
2010-01-20,板橋,69.91666666666667
2010-01-21,板橋,73.20833333333333
2010-01-22,板橋,83.29166666666667
2010-01-23,板橋,84.33333333333333
2010-01-24,板橋,86.29166666666669
2010-01-25,板橋,86.04166666666669
2010-01-26,板橋,72.5
2010-01-27,板橋,75.79166666666667
2010-01-28,板橋,82.16666666666667
2010-01-29,板橋,75.33333333333333
2010-01-30,板橋,79.08333333333333
2010-01-31,板橋,76.75
2010-02-01,板橋,81.04166666666667
2010-02-02,板橋,78.375
2010-02-03,板橋,83.45833333333333
2010-02-04,板橋,85.625
2010-02-05,板橋,84.79166666666667
2010-02-06,板橋,88.54166666666669
2010-02-07,板橋,86.95833333333331
2010-02-08,板橋,80.125
2010-02-09,板橋,82.45833333333333
2010-02-10,板橋,78.29166666666667
2010-02-11,板橋,74.70833333333333
2010-02-12,板橋,78.29166666666667
2010-02-13,板橋,85.04166666666667
2010-02-14,板橋,84.45833333333333
2010-02-15,板橋,85.08333333333333
2010-02-16,板橋,86.5
2010-02-17,板橋,88.375
2010-02-18,板橋,87.66666666666669
2010-02-19,板橋,88.875
2010-02-20,板橋,82.95833333333333
2010-02-21,板橋,82.79166666666667
2010-02-22,板橋,84.66666666666667
2010-02-23,板橋,78.41666666666667
2010-02-24,板橋,73.33333333333333
2010-02-25,板橋,75.0
2010-02-26,板橋,75.95833333333333
2010-02-27,板橋,83.29166666666667
2010-02-28,板橋,76.33333333333333
2010-03-01,板橋,75.79166666666667
2010-03-02,板橋,82.20833333333333
2010-03-03,板橋,79.33333333333333
2010-03-04,板橋,80.08333333333333
2010-03-05,板橋,78.54166666666667
2010-03-06,板橋,79.41666666666667
2010-03-07,板橋,79.0
2010-03-08,板橋,84.29166666666667
2010-03-09,板橋,81.70833333333333
2010-03-10,板橋,61.75
2010-03-11,板橋,63.58333333333334
2010-03-12,板橋,67.54166666666667
2010-03-13,板橋,85.16666666666667
2010-03-14,板橋,80.375
